type,program,catalog,reqs_url,4_yr_plan
BS,Mathematics: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option1-4-yr-plan-22-24-catalog.pdf
BS,Mathematics: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option1-4-yr-plan-20-22-catalog.pdf
BS,Mathematics: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Mathematics: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option1-4-yr-plan-18-20-catalog.pdf
BS,Mathematics: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-teaching-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option5-teaching-4-yr-plan-22-24-catalog.pdf
BS,Mathematics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option5-teaching-math-4-yr-plan-20-22-catalog.pdf
BS,Mathematics: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option5-teaching-mps-e-4-yr-plan-20-22-catalog.pdf
BS,Mathematics: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Mathematics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option5-teaching-math-4-yr-plan-18-20-catalog.pdf
BS,Mathematics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option5-teaching-mps-e-4-yr-plan-18-20-catalog.pdf
BS,Mathematics: Option 6,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option6-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option6-4-yr-plan-22-24-catalog.pdf
BS,Mathematics: Option 6,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option6-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option6-4-yr-plan-20-22-catalog.pdf
BS,Mathematics: Option 6,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option6-degree-checklist-16-18-catalog.pdf,N/A
BS,Mathematics: Option 6,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option6-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option6-4-yr-plan-18-20-catalog.pdf
BS,Mathematics: Option 7,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option7-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option7-4-yr-plan-22-24-catalog.pdf
BS,Mathematics: Option 7,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option7-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option7-4-yr-plan-20-22-catalog.pdf
BS,Mathematics: Option 7,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option7-degree-checklist-16-18-catalog.pdf,N/A
BS,Mathematics: Option 7,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-mathematics-option7-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-mathematics-option7-4-yr-plan-18-20-catalog.pdf
BS,Medical Laboratory Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-medical-laboratory-science-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-medical-laboratory-science-4-yr-plan-22-24-catalog.pdf
BS,Medical Laboratory Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-medical-laboratory-science-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-medical-laboratory-science-4-yr-plan-20-22-catalog.pdf
BS,Medical Laboratory Science,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-medical-laboratory-science-degree-checklist-16-18-catalog.pdf,N/A
BS,Medical Laboratory Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-medical-laboratory-science-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-medical-laboratory-science-4-yr-plan-18-20-catalog.pdf
BSA,Neuroscience,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-neuroscience-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-neuroscience-4-yr-plan-18-20-catalog.pdf
BSA,Neuroscience,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-neuroscience-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-neuroscience-honors-4-yr-plan-18-20-catalog.pdf
BSA,Neuroscience,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-neuroscience-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-neuroscience-4-yr-plan-22-24-catalog_1.pdf
BSA,Neuroscience,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-neuroscience-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-neuroscience-4-yr-plan-22-24-catalog_0.pdf
BSA,Neuroscience,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-neuroscience-degree-checklist-16-18-catalog.pdf,N/A
BS,Neuroscience: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option1-4-yr-plan-18-20-catalog.pdf
BS,Neuroscience: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option1-4-yr-plan-22-24-catalog_0.pdf
BS,Neuroscience: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option1-4-yr-plan-20-22-catalog.pdf
BS,Neuroscience: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option1-degree-checklist-16-18-catalog_0.pdf,N/A
BS,Neuroscience: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option2-4-yr-plan-18-20-catalog.pdf
BS,Neuroscience: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option2-degree-checklist-22-24-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option2-honors-4-yr-plan-22-24-catalog.pdf
BS,Neuroscience: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option2-degree-checklist-20-22-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option2-4-yr-plan-20-22-catalog.pdf
BS,Neuroscience: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Neuroscience: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option3-4-yr-plan-18-20-catalog.pdf
BS,Neuroscience: Option 3,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option3-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option3-4-yr-plan-22-24-catalog_1.pdf
BS,Neuroscience: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-neuroscience-option3-4-yr-plan-20-22-catalog.pdf
BS,Neuroscience: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-neuroscience-option3-degree-checklist-16-18-catalog.pdf,N/A
BSA,Nutrition,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-nutrition-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-nutrition-honors-4-yr-plan-18-20-catalog.pdf
BSA,Nutrition,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-nutrition-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-nutrition-4-yr-plan-18-20-catalog.pdf
BSA,Nutrition,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-nutrition-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-nutrition-4-yr-plan-22-24-catalog.pdf
BSA,Nutrition,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-nutrition-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-nutrition-4-yr-plan-20-22-catalog.pdf
BSA,Nutrition,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-nutrition-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-dietetics-coordinated-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-dietetics-didactic-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-didactic-program-in-dietetics-4-yr-plan-22-24-catalog_0.pdf
BS,Nutrition: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-dietetics-coordinated-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-dietetics-coordinated-4-yr-plan-22-24-catalog.pdf
BS,Nutrition: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option1-dietetics-didactic-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option2-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option2-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option2-4-yr-plan-22-24-catalog.pdf
BS,Nutrition: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option2-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option3-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 3,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option3-degree-checklist-22-24-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option3-4-yr-plan-22-24-catalog_1.pdf
BS,Nutrition: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option3-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option3-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 4,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option4-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option4-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 4,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option4-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option4-4-yr-plan-22-24-catalog.pdf
BS,Nutrition: Option 4,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option4-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option4-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 4,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option4-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option5-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option5-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option5-integrated-coordinated-4-yr-plan-22-24-catalog.pdf
BS,Nutrition: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option5-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Nutrition: Option 6,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option6-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option6-4-yr-plan-18-20-catalog.pdf
BS,Nutrition: Option 6,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option6-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-nutrition-option6-4-yr-plan-20-22-catalog.pdf
BS,Nutrition: Option 6,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-nutrition-option6-degree-checklist-16-18-catalog.pdf,N/A
BA,Physics,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-physics-degree-checklist-16-18-catalog.pdf,N/A
BA,Physics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-physics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-physics-4-yr-plan-18-20-catalog.pdf
BA,Physics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-physics-degree-checklist-22-24-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-physics-4-yr-plan-22-24-catalog_0.pdf
BA,Physics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-physics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-physics-4-yr-plan-20-22-catalog.pdf
BSA,Physics,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-16-18-catalog.pdf,N/A
BSA,Physics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-honors-4-yr-plan-20-22-catalog.pdf
BSA,Physics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-4-yr-plan-18-20-catalog.pdf
BSA,Physics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-honors-4-yr-plan-18-20-catalog.pdf
BSA,Physics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-22-24-catalog_1.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-4-yr-plan-22-24-catalog.pdf
BSA,Physics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-22-24-catalog_1.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-honors-4-yr-plan-22-24-catalog_0.pdf
BSA,Physics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-physics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-physics-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option1-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option1-4yr-plan-22-24-catalog.pdf
BS,Physics: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option1-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option2-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option2-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option2-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option2-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option3-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option3-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 3,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option3-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option3-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option3-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 4,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option4-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 4,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option4-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option4-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 4,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option4-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option4-4-yr-plan-22-24-catalog.pdf
BS,Physics: Option 4,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option4-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option4-4-yr-plan-20-22-catalog.pdf
BS,Physics: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Physics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-composite-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-physics-math-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-physical-science-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-math-physical-engineering-mps-e-4-yr-plan-18-20-catalog.pdf
BS,Physics: Option 5,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-physics-option5-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-physics-option5-teaching-composite-science-4-yr-plan-22-24-catalog.pdf
